vehicle_0000001.jpg,597,3,935,341,SUV
vehicle_0000002.jpg,399,283,875,874,SUV
vehicle_0000003.jpg,597,97,970,538,SUV
vehicle_0000004.jpg,671,5,978,308,Sedan
vehicle_0000005.jpg,502,341,927,844,Sedan
vehicle_0000006.jpg,1052,174,1424,600,Sedan
vehicle_0000007.jpg,1024,365,1476,920,Sedan
vehicle_0000008.jpg,1082,116,1421,491,Sedan
vehicle_0000009.jpg,1049,380,1498,922,Sedan
vehicle_0000010.jpg,625,1,899,308,Microbus
vehicle_0000011.jpg,407,287,810,909,Microbus
vehicle_0000012.jpg,557,167,894,553,Sedan
vehicle_0000013.jpg,445,361,859,858,Sedan
vehicle_0000014.jpg,611,50,1014,580,Microbus
vehicle_0000015.jpg,494,246,989,963,Microbus
vehicle_0000016.jpg,652,99,956,425,Sedan
vehicle_0000017.jpg,510,386,902,864,Sedan
vehicle_0000018.jpg,655,7,975,334,Sedan
vehicle_0000019.jpg,451,355,910,897,Sedan
vehicle_0000020.jpg,665,9,978,339,Sedan
vehicle_0000021.jpg,483,374,927,926,Sedan
vehicle_0000022.jpg,489,404,921,969,Sedan
vehicle_0000023.jpg,377,598,888,1076,Sedan
vehicle_0000024.jpg,668,3,970,291,Sedan
vehicle_0000025.jpg,388,448,850,1012,Sedan
vehicle_0000026.jpg,603,3,891,285,Sedan
vehicle_0000027.jpg,350,404,785,924,Sedan
vehicle_0000028.jpg,1136,7,1432,277,Sedan
vehicle_0000029.jpg,1163,367,1574,909,Sedan
vehicle_0000030.jpg,652,5,959,297,Sedan
vehicle_0000031.jpg,451,338,883,850,Sedan
vehicle_0000032.jpg,986,145,1315,507,Sedan
vehicle_0000033.jpg,970,392,1373,876,Sedan
vehicle_0000034.jpg,630,1,946,287,Microbus
vehicle_0000035.jpg,429,207,872,878,Microbus
vehicle_0000036.jpg,595,19,918,345,Sedan
vehicle_0000037.jpg,380,365,837,911,Sedan
vehicle_0000038.jpg,663,17,967,347,Sedan
vehicle_0000039.jpg,494,347,913,854,Sedan
vehicle_0000040.jpg,668,5,1003,384,Microbus
vehicle_0000041.jpg,513,213,956,903,Microbus
vehicle_0000042.jpg,1054,122,1441,594,SUV
vehicle_0000043.jpg,695,5,997,295,Sedan
vehicle_0000044.jpg,529,355,946,860,Sedan
vehicle_0000045.jpg,320,58,720,503,SUV
vehicle_0000046.jpg,116,285,622,889,SUV
vehicle_0000047.jpg,521,215,899,677,Sedan
vehicle_0000048.jpg,440,357,867,889,Sedan
vehicle_0000049.jpg,543,132,888,516,Sedan
vehicle_0000050.jpg,385,386,831,922,Sedan
vehicle_0000051.jpg,636,21,951,361,Sedan
vehicle_0000052.jpg,445,330,894,846,Sedan
vehicle_0000053.jpg,701,5,992,334,Sedan
vehicle_0000054.jpg,532,316,948,870,Sedan
vehicle_0000055.jpg,557,52,916,508,SUV
vehicle_0000056.jpg,377,306,853,982,SUV
vehicle_0000057.jpg,657,69,986,450,Sedan
vehicle_0000058.jpg,508,372,943,926,Sedan
vehicle_0000059.jpg,679,54,1008,402,Sedan
vehicle_0000060.jpg,521,390,962,938,Sedan
vehicle_0000061.jpg,464,172,845,574,Sedan
vehicle_0000062.jpg,355,357,796,862,Sedan
vehicle_0000063.jpg,619,48,954,386,Sedan
vehicle_0000064.jpg,437,394,891,940,Sedan
vehicle_0000065.jpg,402,163,758,545,Sedan
